#,#,#,#,#,#,#,#,#,#
0,0,0,0,0.066666667,0.6,0.966666667,1,1,1
0,0,0,0,0,0.2,0.7,1,1,1
0,0,0,0,0,0,0.233333333,0.9,1,1
